Supercharger,Street Address,City,State,Zip,Country,Stalls,kW,GPS,Elev(m),Status,Open Date,Links
"Shanghai Qingpu - Mega Mills, China","No.5999 Jiasong Mid Rd, Qingpu District",Shanghai,Shanghai,,China,6,,"31.150778, 121.230195",2,OPEN,1/1/2015,gmap | forum | tesla
"Revelstoke, BC",1925 Laforme Blvd,Revelstoke,BC,BC V0E,Canada,4,150,"51.009594, -118.218857",451,OPEN,12/30/2014,gmap | forum | tesla
"Cangzhou Yunhe - King Lion International Hotel, China","No.18, Yingbin Ave, Yunhe District",Cangzhou,Hebei,,China,4,,"38.304617, 116.813319",9,OPEN,12/30/2014,gmap | forum | tesla
"Guangzhou Tianhe - Zhongsen Gourmet 100, China","No. 6 Bohui St, Guangyuan east Rd, Tianhe District",Guangzhou,Guangdong,,China,4,,"23.141028, 113.375964",8,OPEN,12/30/2014,gmap | forum | tesla
"Zhoushan Putuo - Haizhongzhou Hotel, China","No. 338, Donggang Xingpu Ave, Putuo District",Zhoushan,Zhejiang,,China,4,,"29.966773, 122.316121",4,OPEN,12/30/2014,gmap | forum | tesla
"Auburn, MA",385 Southbridge St,Auburn,MA,1501,USA,8,,"42.203764, -71.832954",154,OPEN,12/29/2014,gmap | forum | tesla
"Beijing - Haidian B+W Checker, China","69-1 Banjing Rd, Haidian District",Beijing,Beijing,,China,2,,"39.951088, 116.281837",58,OPEN,12/29/2014,gmap | forum | tesla
"El Centro, CA",3451 S Dogwood Rd,El Centro,CA,92243,USA,8,150,"32.760837, -115.532486",-8,OPEN,12/28/2014,gmap | forum | tesla
"Lima, OH",1933 Roschman Ave,Lima,OH,45804,USA,8,,"40.726668, -84.071932",271,OPEN,12/23/2014,gmap | forum | tesla
"Kobe, Japan",Port Island Golf Course,Kobe,,9/2/2005,Japan,4,,"34.657031, 135.226048",3,OPEN,12/23/2014,gmap | forum | tesla
"Guangzhou - Huanan Auto Trade, China","No.1601-1603 Guangzhou Ave S., Haizhu District",Guangzhou,Guangdong,,China,4,,"23.070509, 113.31295",4,OPEN,12/23/2014,gmap | forum | tesla
"Chengdu - Gaoxin, China","No. 1777 South train station west Rd, Hi-Tech District",Chengdu,Sichuan,,China,9,,"30.588559, 104.029497",487,OPEN,12/23/2014,gmap | forum | tesla
"Xuzhou - New Century Grand Hotel, China","No.1 Huxi Rd, Quanshan District",Xuzhou,Jiangsu,,China,2,,"34.245064, 117.134447",29,OPEN,12/23/2014,gmap | forum | tesla
"Jinan - Times Headquarter Base, China","No.15 Lanxiang Rd, Tianqiao Yaoshan Industry Park",Jinan,Shandong,,China,6,120,"36.709206, 116.956635",27,OPEN,12/23/2014,gmap | forum | tesla
"Guangzhou - Shenglin Building, China","No.68 Yuwotou Avenue, Nansha District",Guangzhou,Guangdong,,China,2,120,"22.847557, 113.452776",-1,OPEN,12/23/2014,gmap | forum | tesla
"Auburn, AL",1627 Opelika Rd,Auburn,AL,36830,USA,6,,"32.627837, -85.445105",222,OPEN,12/23/2014,gmap | forum | tesla
"Kamloops, BC",1290 Trans-Canada Hwy,Kamloops,BC,V2C 6R3,Canada,6,150,"50.655233, -120.368302",616,OPEN,12/23/2014,gmap | forum | tesla
"Lake Charles, LA",1772 W Prien Lake Rd,Lake Charles,LA,70601,USA,6,150,"30.199071, -93.248782",3,OPEN,12/21/2014,gmap | forum | tesla
"Aksdal, Norway","by Aksdal senter, E134",Aksdal,,5570,Norway,12,150,"59.423006, 5.44306",41,OPEN,12/19/2014,gmap | forum | tesla
"Villach, Austria",Maria-Gailer-Straße 38,Villach,,9500,Austria,8,150,"46.604079, 13.86908",490,OPEN,12/19/2014,gmap | forum | tesla
"Northampton, UK","Grange Park, Junction 15, M1 Loake Close",Northampton,,NN4 5EZ,United Kingdom,6,150,"52.185729, -0.89127",81,OPEN,12/19/2014,gmap | forum | tesla
"Aartselaar (SC), Belgium",Boomsesteenweg 6,Aartselaar,,2630,Belgium,6,150,"51.1369638, 4.3773699",9,OPEN,12/19/2014,gmap | forum | tesla
"Sulz-Vöhringen, Germany",Eythstraße 16a by 24-TOTAL Autohof,Vöhringen,,72189,Germany,12,250,"48.343115, 8.662612",495,OPEN,12/19/2014,gmap | forum | tesla
"Atlanta, GA",1380 Atlantic Dr,Atlanta,GA,30363,USA,10,,"33.793808, -84.397203",268,OPEN,12/18/2014,gmap | forum | tesla
"Culver City, CA",6000 Hannum Ave,Culver City,CA,90230,USA,16,,"33.986779, -118.390213",13,OPEN,12/18/2014,gmap | forum | tesla
"Malsfeld, Germany",Dr.-Reimer St 2,Malsfeld,,34323,Germany,8,150,"51.087435, 9.485296",269,OPEN,12/18/2014,gmap | forum | tesla
"Toulouse, France","By Eurocentre Hôtel, Avenue de Saint Guillan",Toulouse,,31620,France,8,150,"43.769334, 1.361378",113,OPEN,12/18/2014,gmap | forum | tesla
"Nancy, France","By Hotel Style Ibis, 8 Allée de la Genelière",Nancy,,54180,France,8,150,"48.638215, 6.184349",247,OPEN,12/18/2014,gmap | forum | tesla
"Herzsprung, Germany","Autohof Herzsprung bei A24, Jägerstraße 4",Herzsprung,,16909,Germany,10,150,"53.06735, 12.53333",53,OPEN,12/18/2014,gmap | forum | tesla
"Woodstock, ON",580 Bruin Boulevard,Woodstock,ON,N4V 1E5,Canada,8,,"43.111918, -80.738804",291,OPEN,12/17/2014,gmap | forum | tesla
"Cabazon, CA",48400 Seminole Dr,Cabazon,CA,92230,USA,16,150,"33.93129, -116.820041",620,OPEN,12/17/2014,gmap | forum | tesla
"Achern, Germany",Euro-Rastpark Achern Am Achernsee 1,Achern,,77855,Germany,6,150,"48.641373, 8.03762",134,OPEN,12/14/2014,gmap | forum | tesla
"Martigny, Switzerland",Marché Relais St. Bernard by A9,Martigny,,1920,Switzerland,16,250,"46.126595, 7.060944",451,OPEN,12/12/2014,gmap | forum | tesla
"Verona, Italy","Verona Crowne Plaza, Via Belgio 16",Verona,,37135,Italy,10,150,"45.412326, 10.970212",61,OPEN,12/11/2014,gmap | forum | tesla
"Nossen, Germany","Maxi-Autohof Nossen an der A14, Abfahrt 36, Im Industriegebiet 1",Nossen,,1683,Germany,6,150,"51.082468, 13.27406",252,OPEN,12/10/2014,gmap | forum | tesla
"Hope, BC",830-840 Fraser Ave,Hope,BC,V0X 1L0,Canada,10,150,"49.37829, -121.442822",44,OPEN,12/9/2014,gmap | forum | tesla
"Berlin (SC), Germany",Alexander-Meißner Strasse 24-26,Berlin,,12526,Germany,2,,"52.394056, 13.542307",44,OPEN,12/8/2014,gmap | forum | tesla
"Zhengzhou - Zhongxin Zhibao Putian Store, China",500 meters north of cross road of Shangdu Rd and Tan'nan St,Zhengzhou,Henan,,China,4,120,"34.745298, 113.798207",85,OPEN,12/6/2014,gmap | forum | tesla
"Greenville, AL",219 Interstate Dr,Greenville,AL,36037,USA,6,,"31.855989, -86.635765",145,OPEN,12/6/2014,gmap | forum | tesla
"Superior, MT",205 E 4th Ave,Superior,MT,59872,USA,4,150,"47.192149, -114.888901",835,OPEN,12/5/2014,gmap | forum | tesla
"St. Moritz, Switzerland","Parkhaus Serletta, via Grevas 53",St. Moritz,,7500,Switzerland,4,125,"46.496797, 9.84272",1786,OPEN,12/5/2014,gmap | forum | tesla
"West Hartford, CT",1445 New Britain Ave,West Hartford,CT,6110,USA,8,,"41.722672, -72.759717",52,OPEN,12/5/2014,gmap | forum | tesla
"Butte, MT",2900 Harrison Ave,Butte,MT,59701,USA,6,150,"45.981226, -112.507161",1666,OPEN,12/4/2014,gmap | forum | tesla
"Tystberga, Nyköping, Sweden","by OKQ8, Lästringe Sillekrog, Nyköping",Tystberga,,61174,Sweden,8,150,"58.918156, 17.367987",53,OPEN,12/3/2014,gmap | forum | tesla
"Qingdao - Jinmao Bay, China","No.25 Sichuan Rd, Shinan District",Qingdao,Shandong,,China,2,,"36.064564, 120.300291",26,OPEN,12/1/2014,gmap | forum | tesla
"Shanghai - Golden Jaguar Hotel, China","No. 3162 Yan'an west Rd, Changning District",Shanghai,Shanghai,,China,2,,"31.188299, 121.375579",8,OPEN,12/1/2014,gmap | forum | tesla
"Exeter, UK",Dart Farm Village,Exeter,,EX3 0QH,United Kingdom,8,130,"50.685442, -3.448837",6,OPEN,11/30/2014,gmap | forum | tesla
"Modena, Italy",1684 Strada Vignolese,Modena,,41126,Italy,12,150,"44.574119, 10.981157",47,OPEN,11/27/2014,gmap | forum | tesla
"Maidstone, UK",Eclipse Park,Maidstone,,ME14,United Kingdom,6,130,"51.286224, 0.545783",66,OPEN,11/27/2014,gmap | forum | tesla
"Sollentuna, Sweden","by Max burger, Breddenvägen",Sollentuna,,19279,Sweden,14,250,"59.496093, 17.924441",18,OPEN,11/27/2014,gmap | forum | tesla
"Paramus, NJ",530 New Jersey 17,Paramus,NJ,7652,USA,8,,"40.957429, -74.07408",15,OPEN,11/26/2014,gmap | forum | tesla
"Fort Drum, FL",184 Florida's Turnpike,Okeechobee,FL,34972,USA,10,150,"27.601444, -80.822187",16,OPEN,11/26/2014,gmap | forum | tesla
"Primm, NV",31900 Las Vegas Blvd S,Primm,NV,89019,USA,10,150,"35.610687, -115.388028",795,OPEN,11/26/2014,gmap | forum | tesla
"Mosjøen, Norway","By Fru Haugans Hotel, Elvegata",Mosjøen,,8651,Norway,6,150,"65.83483634, 13.191672563",0,OPEN,11/25/2014,gmap | forum | tesla
"Busdorf, Germany","by Wikingerland, Wittgenstein 9",Busdorf,,24866,Germany,14,150,"54.477896, 9.544913",24,OPEN,11/25/2014,gmap | forum | tesla
"Dartford, UK","Bluewater, Greenhithe, Kent",London,,DA9 9ST,United Kingdom,17,150,"51.438052, 0.26879",16,OPEN,11/25/2014,gmap | forum | tesla
"Cyberport, Hong Kong","Cyberport, Telegraph Bay, 100 Cyberport Road",Hong Kong,Hong Kong,,China,6,120,"22.26237, 114.130487",6,OPEN,11/22/2014,gmap | forum | tesla
"Turkey Lake, FL",Turkey Lake Service Plaza,Turkey Lake,FL,32835,USA,6,150,"28.514874, -81.500214",1,OPEN,11/21/2014,gmap | forum | tesla
"Stockholm Infracity (SC), Sweden","Kanalvägen 16, 194 61 Upplands Väsby",Stockholm,,,Sweden,2,,"59.500624, 17.926818",28,OPEN,11/21/2014,gmap | forum | tesla
"Ödeshög, Sweden",by Dinners Östgötaporten,Ödeshög,,,Sweden,14,150,"58.227173, 14.668821",140,OPEN,11/21/2014,gmap | forum | tesla
"Rancho Cucamonga, CA",12505 North Main St,Rancho Cucamonga,CA,91739,USA,12,150,"34.113592, -117.529406",381,OPEN,11/20/2014,gmap | forum | tesla
"Decatur (SC), GA",1580 Church St,Decatur,GA,30033,USA,4,120,"33.793217, -84.285379",310,OPEN,11/20/2014,gmap | forum | tesla
"Grong, Norway","by hotel Vertshuset, FV 391",Grong,,7870,Norway,12,150,"64.464913, 12.316532",45,OPEN,11/19/2014,gmap | forum | tesla
"Rødekro, Denmark",Shell/7eleven 1 Kometvej,Rødekro,,6230,Denmark,6,150,"55.067258, 9.361119",48,OPEN,11/19/2014,gmap | forum | tesla
"Sundsvall, Sweden",Gillebergsgatan 1,Sundsvall,,85630,Sweden,8,150,"62.398404, 17.338877",17,OPEN,11/19/2014,gmap | forum | tesla
"Krokomsporten, Krokom, Sweden",Across the road from OK/Q8,Krokom,,,Sweden,8,150,"63.328793, 14.43",303,OPEN,11/18/2014,gmap | forum | tesla
"Xi'an Yanta, China","Taihua Jinmao International, Yanta district",Xi'an,Shanxi,,China,4,,"34.225265, 108.887777",410,OPEN,11/18/2014,gmap | forum | tesla
"Storjord, Norway","By Storjord turistsenter, E6",Storjord,,8255,Norway,8,150,"66.814045, 15.401738",103,OPEN,11/17/2014,gmap | forum | tesla
"Warrington, UK","The Park Royal Hotel, Stretton Road",Warrington,,WA4 4NS,United Kingdom,2,130,"53.339515, -2.569358",88,OPEN,11/16/2014,gmap | forum | tesla
"Shenzhen Futian, China","7th floor, Huanggang port, Futian district",Shenzhen,Guangdong,,China,6,,"22.518672, 114.073736",0,OPEN,11/14/2014,gmap | forum | tesla
"Hirschberg, Germany",Goldbeckstraße 1A,Hirschberg,,69493,Germany,8,150,"49.507337, 8.637361",98,OPEN,11/13/2014,gmap | forum | tesla
"Dayton, OH",9200 N Main St,Dayton,OH,45445,USA,8,150,"39.858702, -84.277027",257,OPEN,11/11/2014,gmap | forum | tesla
"Gävle, Sweden","Brovägen, by Dinners Gävlebro AB",Gävle,,805 91,Sweden,14,150,"60.648513, 17.120583",37,OPEN,11/11/2014,gmap | forum | tesla
"Wuxi Nanchang, China","Wuxi World Trade Center, No.68 East Taihu Rd, Nanchang District",Wuxi,Jiangsu,,China,4,,"31.554107, 120.30893",8,OPEN,11/10/2014,gmap | forum | tesla
"Lee Gardens, Hong Kong","Lee Gardens, 2 Lan Fong Road",Hong Kong,Hong Kong,,China,2,,"22.278528, 114.184861",54,OPEN,11/10/2014,gmap | forum | tesla
"Tokyo - Odaiba, Japan","135-0064 Tōkyō-to, Kōtō-ku, Aomi, 2 Chome−4−32",Tokyo,,,Japan,4,120,"35.617639, 139.776917",19,OPEN,11/10/2014,gmap | forum | tesla
"Innhavet, Norway","by Hamarøy Hotel, E6",Innhavet,,8260,Norway,6,150,"67.962327, 15.9298",9,OPEN,11/10/2014,gmap | forum | tesla
"Denver, CO",4310 Airport Way,Denver,CO,80239,USA,6,150,"39.775259, -104.794674",1641,OPEN,11/8/2014,gmap | forum | tesla
"Country Club Hills, IL",4201 167th St,Country Club Hills,IL,60478,USA,8,150,"41.584927, -87.721062",205,OPEN,11/8/2014,gmap | forum | tesla
"Salisbury, MD",2300 North Salisbury Blvd,Salisbury,MD,21801,USA,6,,"38.401648, -75.564818",12,OPEN,11/8/2014,gmap | forum | tesla
"Lauenau, Germany",Hanomagstraße 2,Lauenau,,31867,Germany,8,150,"52.278674, 9.350953",83,OPEN,11/7/2014,gmap | forum | tesla
"Wernberg-Köblitz, Germany",Keplerstraße 1,Wernberg-Köblitz,,92533,Germany,10,250,"49.532694, 12.134861",391,OPEN,11/7/2014,gmap | forum | tesla
"Saintes, France",132 Cours Genet,Saintes,,17100,France,8,150,"45.75, -0.661722",48,OPEN,11/6/2014,gmap | forum | tesla
"Ocala, FL",4414 SW College Rd,Ocala,FL,34474,USA,8,,"29.140985, -82.19395",23,OPEN,11/3/2014,gmap | forum | tesla
"Indianapolis, IN",5120 Victory Drive,Indianapolis,IN,46203,USA,8,150,"39.702444, -86.079687",253,OPEN,10/30/2014,gmap | forum | tesla
"Elverum, Norway","By Elgstua, Trondheimsvegen 9",Elverum,,2406,Norway,16,150,"60.884165, 11.540741",186,OPEN,10/30/2014,gmap | forum | tesla
"Hengersberg, Germany",8 Donaustraße,Hengersberg,,94491,Germany,6,150,"48.765472, 13.046667",309,OPEN,10/30/2014,gmap | forum | tesla
"Shenzhen Bay, China","Shenzhen Bay Sports Center, No.3001 Binhai Rd, Nanshan District",Shenzhen,Guangdong,,China,8,150,"22.519723, 113.950085",0,OPEN,10/30/2014,gmap | forum | tesla
"Missoula, MT",5280 Grant Creek Rd,Missoula,MT,59808,USA,6,150,"46.914375, -114.031924",1009,OPEN,10/29/2014,gmap | forum | tesla
"Setermoen, Norway",Veksthuset Bardu,Setermoen,,9365,Norway,6,150,"68.860147, 18.346723",85,OPEN,10/28/2014,gmap | forum | tesla
"Bristol - Cribbs Causeway, UK","John Lewis, The Mall at Cribbs Causeway",Bristol,,BS34 5QU,United Kingdom,2,130,"51.526694, -2.599806",65,OPEN,10/28/2014,gmap | forum | tesla
"Sagamore Beach, MA",22 Meetinghouse Ln,Sagamore Beach,MA,2562,USA,8,,"41.781242, -70.540271",26,OPEN,10/27/2014,gmap | forum | tesla
"Maienfeld, Switzerland","Swiss Heidi Hotel, Werkhofstrasse 1",Maienfeld,,7304,Switzerland,14,125,"47.003972, 9.525835",503,OPEN,10/27/2014,gmap | forum | tesla
"Orange, France",Rue Cinsault,Orange,,84100,France,8,150,"44.112164, 4.851759",61,OPEN,10/27/2014,gmap | forum | tesla
"Bozeman, MT",2023 Commerce Way,Bozeman,MT,59715,USA,4,150,"45.700078, -111.062569",1442,OPEN,10/23/2014,gmap | forum | tesla
"Big Timber, MT",228 Big Timber Loop Rd,Big Timber,MT,59011,USA,4,150,"45.836201, -109.943317",1246,OPEN,10/22/2014,gmap | forum | tesla
"Dalian Fisherman's Wharf, China","Fisherman's Wharf, No.66 Binhai east Rd, Zhongshan District",Dalian,Liaoning,,China,4,,"38.87639, 121.68571",34,OPEN,10/19/2014,gmap | forum | tesla
"Shenyang Huafu Xintiandi, China","Huafu Xintiandi Shopping Center, 168 haerbin road, Shenhe District",Shenyang,Liaoning,,China,4,,"41.811405, 123.43588",55,OPEN,10/19/2014,gmap | forum | tesla
"Topeka, KS",5930 Huntoon Street,Topeka,KS,66614,USA,8,150,"39.044199, -95.76046",283,OPEN,10/17/2014,gmap | forum | tesla
"Beckenried, Switzerland",Buochserstrasse 54,Beckenried,,,Switzerland,6,125,"46.971497, 8.459258",439,OPEN,10/17/2014,gmap | forum | tesla
"London - Westfield, UK",Westfield Shopping Town,London,,W12 7GD,United Kingdom,24,150,"51.507888, -0.221972",9,OPEN,10/16/2014,gmap | forum | tesla
"Cordes Lakes, AZ",14925 Cordes Lakes Rd,Mayer,AZ,86333,USA,8,150,"34.327131, -112.118432",1150,OPEN,10/14/2014,gmap | forum | tesla
"London Tower, UK",St. Katharines Way,London,,E1W 1LD,United Kingdom,2,130,"51.506333, -0.072778",12,OPEN,10/14/2014,gmap | forum | tesla
"Hopesky Hotel, Changsha, China","Hopesky Hotel, No.198 Xiangfu middle Rd, Tianxin District",Changsha,Hunan,,China,2,,"28.11254, 112.9953589",14,OPEN,10/14/2014,gmap | forum | tesla
"Fountain Valley, Changsha, China","Fountain Valley, No.699 Qingzhuhu Rd, Kaifu District",Changsha,Hunan,,China,6,,"28.347987, 112.97953",57,OPEN,10/14/2014,gmap | forum | tesla
"Nanjing - Huabo Smart Park, China","Huabo Smart Park, No.17 Huashen Rd, Yuhuatai District",Nanjing,Jiangsu,,China,2,120,"31.974527, 118.77493",20,OPEN,10/14/2014,gmap | forum | tesla
"Lagan, Sweden",Toftaholm Manor SE-340 14 Lagan,Lagan,,,Sweden,8,150,"57.028956, 14.014744",150,OPEN,10/11/2014,gmap | forum | tesla
"Tours, France",19 Quai de la Loire Rochecorbon,Rochecorbon,,37210,France,8,150,"47.407325, 0.744827",66,OPEN,10/11/2014,gmap | forum | tesla
"Lafayette, IN",4901 Indiana 26,Lafayette,IN,47905,USA,8,150,"40.416187, -86.814084",202,OPEN,10/10/2014,gmap | forum | tesla
"Reading, UK",250 S Oak Way,Reading,,RG2 6UG,United Kingdom,4,130,"51.420611, -0.988028",40,OPEN,10/1/2014,gmap | forum | tesla
"Urmond, Netherlands","Hotel Stein-Urmond, Mauritslaan 65",Urmond,,6129 EL,Netherlands,20,150,"50.9881005, 5.7805974",57,OPEN,10/1/2014,gmap | forum | tesla
"Casa Grande, AZ",2453 E Florence Blvd,Casa Grande,AZ,85194,USA,6,150,"32.87888, -111.6817421",435,OPEN,9/30/2014,gmap | forum | tesla
"Edinburgh Airport, UK",Edinburgh Airport,Edinburgh,,,United Kingdom,2,130,"55.945361, -3.366667",32,OPEN,9/30/2014,gmap | forum | tesla
"Senlis, France",72 Avenue du General de Gaulle,Senlis,,60300,France,16,150,"49.208728, 2.6057883",83,OPEN,9/30/2014,gmap | forum | tesla
"Archamps, France","Archamps Technopole, Route de Chosal",Archamps,,74160,France,8,150,"46.136917, 6.124306",507,OPEN,9/30/2014,gmap | forum | tesla
"Indio, CA",42100 Jackson St,Indio,CA,92203,USA,8,150,"33.741484, -116.215019",-3,OPEN,9/26/2014,gmap | forum | tesla
"Brandon, FL",2400 W Brandon Blvd,Brandon,FL,33511,USA,8,150,"27.9408309, -82.3236485",12,OPEN,9/25/2014,gmap | forum | tesla
"Mücke, Germany",Gottesrain 2,Mücke,,35325,Germany,10,250,"50.645417, 8.989917",314,OPEN,9/25/2014,gmap | forum | tesla
"Oxnard, CA",2751 Park View Ct,Oxnard,CA,93036,USA,20,150,"34.238654, -119.177398",24,OPEN,9/24/2014,gmap | forum | tesla
"Jung, Sweden",1 Jung Jungatorp Kvänum,Jung,,,Sweden,6,150,"58.328002, 13.132237",73,OPEN,9/23/2014,gmap | forum | tesla
"Alvdal, Norway",By Alvdal Taverna,Alvdal,,2560,Norway,16,150,"62.114854, 10.616826",467,OPEN,9/22/2014,gmap | forum | tesla
"Chengdu Yanlord, China","Yanlord Landmark, No.1 Renmin south Rd, Jinjiang District",Chengdu,Sichuan,610016,China,4,,"30.651599, 104.067022",498,OPEN,9/19/2014,gmap | forum | tesla
"Chengdu - Yintai Center, China","Yintai Center, No.1199 North section of Tianfu Ave, Hi-Tech District",Chengdu,Sichuan,610016,China,6,120,"30.585632, 104.068655",498,OPEN,9/19/2014,gmap | forum | tesla
"Chongqing - Fortune Building, China","Fortune Plaza, No.16 Xingguang Ave, New North Zone",Chongqing,Chongqing,610016,China,6,120,"29.608009, 106.509449",238,OPEN,9/19/2014,gmap | forum | tesla
"Dorno Ovest, Italy","Autostrada A7 Milano-Genova, Dorno Autogrill area",Dorno,,27020,Italy,12,150,"45.147886, 8.990914",87,OPEN,9/12/2014,gmap | forum | tesla
"Dorno Est, Italy","Autostrada A7 Genova-Milano, Dorno Autogrill area",Dorno,PV,,Italy,6,150,"45.1473468, 8.9912729",88,OPEN,9/12/2014,gmap | forum | tesla
"Metz, France",E. Leclerc,Metz,,57280,France,12,150,"49.216495, 6.171078",162,OPEN,9/11/2014,gmap | forum | tesla
"Yokohama, Japan","Kanagawa, Totsuka Kamiyabe-cho",Yokohama,,995-1,Japan,4,,"35.4260146, 139.5375485",43,OPEN,9/9/2014,gmap | forum | tesla
"Beijing Haidian Charter Shopping Center, China","Charter Shopping Center, No.69 Fuxing Rd, Haidian District",Beijing,Beijing,,China,6,,"39.912154, 116.275957",58,OPEN,9/9/2014,gmap | forum | tesla
"Tokyo - Roppongi, Japan","6-3-3 Roppongi, Minato-ku",Tokyo,,6/10/2003,Japan,2,120,"35.65951, 139.72853",34,OPEN,9/9/2014,gmap | forum | tesla
"Grand Ave (SC), Chicago, IL",1053 W Grand Ave,Chicago,IL,60642,USA,2,120,"41.890732, -87.654125",181,OPEN,9/9/2014,gmap | forum | tesla
"Køge, Denmark",Servicevej,Køge,,,Denmark,26,150,"55.489273, 12.162788",32,OPEN,9/5/2014,gmap | forum | tesla
"Salzburg, Austria",Salzachtal Bundesstraße 135,Salzburg,,5081,Austria,6,125,"47.726937, 13.060702",411,OPEN,9/5/2014,gmap | forum | tesla
"Chattanooga, TN",1001 Airport Rd,Chattanooga,TN,37421,USA,6,150,"35.038644, -85.19593",204,OPEN,9/4/2014,gmap | forum | tesla
"Cornwall, ON",805 Brookdale Ave,Cornwall,ON,K6J 4P3,Canada,6,,"45.023665, -74.747845",56,OPEN,8/28/2014,gmap | forum | tesla
"Irschenberg, Germany",Wendling 14,Irschenberg,,83737,Germany,6,150,"47.826777, 11.898642",681,OPEN,8/27/2014,gmap | forum | tesla
"Canary Wharf, UK","The Canada Square Car Park, Montgomery Street",London,,E14 5EW,United Kingdom,4,130,"51.504346, -0.016146",293,OPEN,8/27/2014,gmap | forum | tesla
"Truckee - Donner Pass, CA",11290 Donner Pass Rd,Truckee,CA,96161,USA,11,150,"39.327507, -120.207373",1967,OPEN,8/26/2014,gmap | forum | tesla
"Toronto (SC), ON",1325 Lawrence Ave East,Toronto,ON,M3A 1C6,Canada,8,,"43.740222, -79.322389",138,OPEN,8/26/2014,gmap | forum | tesla
"Edison, NJ",199 Lafayette Ave,Edison,NJ,8837,USA,8,,"40.5448144, -74.333248",30,OPEN,8/22/2014,gmap | forum | tesla
"Zwolle, Netherlands",Nieuwleusenerdijk 1,Zwolle,,8028,Netherlands,24,250,"52.531375, 6.157279",0,OPEN,8/21/2014,gmap | forum | tesla
"Nanjing - Fengsheng Shanghui, China","Fengsheng Shanghui, No. 119 Software Rd, Yuhuatai District",Nanjing,Jiangsu,,China,6,120,"31.976229, 118.761432",32,OPEN,8/20/2014,gmap | forum | tesla
"Hangzhou Huanglong, China","Dragon Hotel, No. 120 Shuguang Rd, West Lake District",Hangzhou,Zhejiang,,China,6,,"30.266799, 120.14308",15,OPEN,8/20/2014,gmap | forum | tesla
"Hangzhou Euro America Center, China","Euro America Center, No. 18 Jiaogong Rd, West Lake District",Hangzhou,Zhejiang,310012,China,2,,"30.273066, 120.137204",12,OPEN,8/20/2014,gmap | forum | tesla
"Lake City, FL",2893 W US Highway 90,Lake City,FL,32055,USA,6,150,"30.181429, -82.679701",46,OPEN,8/20/2014,gmap | forum | tesla
"St. George, UT",1091 N Bluff St,St. George,UT,84770,USA,8,150,"37.12645, -113.601865",887,OPEN,8/14/2014,gmap | forum | tesla
"Matougues, France",8 Route Nationale,Matougues,,51510,France,4,125,"48.991991, 4.244946",81,OPEN,8/14/2014,gmap | forum | tesla
"Neuberg, Germany",Röntgenstraße 1,Neuberg,,63526,Germany,6,130,"50.1817522, 9.0074826",139,OPEN,8/13/2014,gmap | forum | tesla
"Aspøya, Norway","Fjordkroa AS, Aspøya, E39",Aspøya,,6670,Norway,8,150,"63.011584, 7.977743",7,OPEN,8/8/2014,gmap | forum | tesla
"Narbonne, France",130 Rue de L'Hôtellerie,Narbonne,,11100,France,12,150,"43.167693, 2.986012",15,OPEN,8/8/2014,gmap | forum | tesla
"Satteldorf, Germany",Marco-Polo-Straße 1,Satteldorf,,74589,Germany,6,150,"49.181658, 10.068557",431,OPEN,8/8/2014,gmap | forum | tesla
"Egerkingen, Switzerland",Höhenstrasse 12,Egerkingen,,4622,Switzerland,10,125,"47.326963, 7.805343",499,OPEN,8/8/2014,gmap | forum | tesla
"South Hill, VA",1791 N Mecklenburg Ave,South Hill,VA,23970,USA,6,150,"36.748445, -78.103764",125,OPEN,8/7/2014,gmap | forum | tesla
"Mühldorf, Germany",24 TOTAL Autohof,Mühldorf,,84453,Germany,4,125,"48.272557, 12.549892",405,OPEN,8/1/2014,gmap | forum | tesla
"The Dalles, OR",2114 W 6th,The Dalles,OR,97058,USA,5,150,"45.611964, -121.208526",45,OPEN,8/1/2014,gmap | forum | tesla
"Lier (north), Norway","E18 North by Max burger (4 in front, 4 more in back)",Lier,,3400,Norway,8,150,"59.770833, 10.262139",17,OPEN,7/31/2014,gmap | forum | tesla
"Nivelles-Sud, Belgium",Chaussée de Mons 22,Nivelles,,1400,Belgium,8,150,"50.588397, 4.307388",113,OPEN,7/31/2014,gmap | forum | tesla
"Chambéry, France",1097 Avenue Des Landiers,Chambéry,,73000,France,4,125,"45.592227, 5.899842",256,OPEN,7/30/2014,gmap | forum | tesla
"Löddeköpinge, Sweden",Marknadsvägen 1,Löddeköpinge,,,Sweden,14,150,"55.766399, 12.990671",10,OPEN,7/29/2014,gmap | forum | tesla
"Hangzhou Xiacheng, China","Sports Park, No.129 Baishi Rd, Xiacheng District",Hangzhou,Zhejiang,,China,8,,"30.3131265, 120.1651448",36,OPEN,7/26/2014,gmap | forum | tesla
"Shenzhen-Longhua, China","Longhua Auto City, No.1 Minkang Rd, Longhua District",Shenzhen,Guangdong,518131,China,6,,"22.6189, 114.05482",72,OPEN,7/26/2014,gmap | forum | tesla
"Ljubljana, Slovenia",Pot za Brdom 4,Ljubljana,,1000,Slovenia,6,125,"46.0520565, 14.45315",328,OPEN,7/26/2014,gmap | forum | tesla
"Billings, MT",1801 Majestic LN,Billings,MT,59102,USA,4,150,"45.733716, -108.604573",978,OPEN,7/23/2014,gmap | forum | tesla
